acerbic,cynical-sarcastic,outraged,sardonic,witty,wry;One, two, three, four (for you, nineteen for me) One, two (one, two, three, four)  Let me tell you how it will be There's one for you, nineteen for me 'Cause I'm the taxman Yeah, I'm the taxman  Should five per cent appear too small Be thankful I don't take it all 'Cause I'm the taxman Yeah, I'm the taxman  (If you drive a car, car) I'll tax the street (If you try to sit, sit) I'll tax your seat (If you get too cold, cold) I'll tax the heat (If you take a walk, walk) I'll tax your feet Taxman  'Cause I'm the taxman Yeah, I'm the taxman  Don't ask me what I want it for (Ha, ha, Mr. Wilson) If you don't want to pay some more (Ha, ha, Mr. Heath) 'Cause I'm the taxman Yeah, I'm the taxman  Now my advice for those who die (Taxman) Declare the pennies on your eyes (Taxman) 'Cause I'm the taxman Yeah, I'm the taxman And you're working for no one but me (Taxman);The Beatles;Taxman
acerbic,druggy,eccentric,eerie,menacing,ominous,spacey,trippy;She said "I know what it's like to be dead I know what it is to be sad" And she's making me feel like I've never been born  I said "Who put all those things in your head? Things that make me feel that I'm mad And you're making me feel like I've never been born"  She said, "You don't understand what I said." I said, "No, no, no. You're wrong. When I was a boy, Everything was right. Everything was right."  I said "Even though you know what you know I know that I'm ready to leave 'Cos you're making me feel like I've never been born."  She said, "You don't understand what I said." I said, "No, no, no. You're wrong. When I was a boy, Everything was right. Everything was right."  I said "Even though you know what you know I know that I'm ready to leave 'Cos you're making me feel like I've never been born."  She said, she said "I know what it's like to be dead. I know what it's like to be dead. I know what it is to be sad. I know what it is to be sad. I know what it's like to be dead. I know what it's like to be dead.";The Beatles;She Said She Said
acerbic,elaborate,sardonic,tense-anxious,trippy;Tell me that you've got everything you want And your bird can sing But you don't get me You don't get me  You say you've seen seven wonders And your bird is green But you can't see me You can't see me  When your prized possessions Start to weigh you down Look in my direction I'll be 'round I'll be 'round  When your bird is broken  Will it bring you down? You may be awoken  I'll be 'round I'll be 'round  You tell me that you heard every sound there is  And your bird can swing  But you can't hear me  You can't hear me;The Beatles;And Your Bird Can Sing
acerbic,fiery,ramshackle,reckless,snide,street-smart,thuggish,trashy;Sheepdog standing in the rain Bullfrog doing it again Some kind of happiness is measured out in miles What makes you think you're something special when you smile?  Childlike, no one understands Jack-knife in your sweaty hands Some kind of innocence is measured out in years You don't know what it's like to listen to your fears  You can talk to me You can talk to me You can talk to me If you're lonely, you can talk to me  Big man (yeah?) walking in the park Wigwam frightened of the dark Some kind of solitude is measured out in you You think you know me, but you haven't got a clue  You can talk to me You can talk to me You can talk to me If you're lonely, you can talk to me Hey!  Hey, bulldog Hey, bulldog Hey, bulldog Hey, bulldog  Spoken: Paul: Hey, man. John: What's that, boy? Paul: Ruff! John: What do you say? Paul: I say, "Woof!" John: Do you know any more? Paul: Awooo arf! John: Ah-ha-ha! Paul: You've got it! That's it! You've got it! That's it, man! Whoo! That's it, you've got it!   John: [Screams hysterically] Paul: Don't look at me, man, I only have ten children. Hoo! John: Ah-ho!  Ha-ha-ha aarrh ha-ha-ha! Paul: Quiet, boy, quiet! John: Okay. Paul: Quiet!  Hey, bulldog Hey, bulldog...;The Beatles;Hey Bulldog
acerbic,gutsy;Your love is better than ice cream Better than anything else that I've tried And your love is better than ice cream Everyone here knows how to cry  And it's a long way down It's a long way down It's a long way down to the place Where we started from  Your love is better than chocolate Better than anything else that I've tried And oh, your love is better than chocolate Everyone here knows how to fight  It's a long way down It's a long way down It's a long way down to the place Where we started from...;Sarah McLachlan;Ice Cream
acerbic,bravado,cynical-sarcastic,energetic,exciting,fiery,freewheeling,hostile,humorous,intense,literate,lively,playful,raucous,rebellious,reckless,rollicking,rousing,sardonic,snide,swaggering,urgent,witty;The sweet pretty things are in bed now, of course The city fathers, they're trying to endorse The reincarnation of Paul Revere's horse But the town has no need to be nervous  The ghost of Belle Starr, she hands down her wits To Jezebel the nun, she violently knits A bald wig for Jack the Ripper, who sits At the head of the Chamber of Commerce  Mama's in the factory, she ain't got no shoes Daddy's in the alley, he's lookin' for food I'm in the kitchen with the tombstone blues  The hysterical bride in the penny arcade Screaming, she moans, "I've just been made" Then sends for the doctor who pulls down the shade And says, "My advice is to not let the boys in"  Now the medicine man comes and he shuffles inside He walks with a swagger and he says to the bride "Stop all this weeping, swallow your pride You will not die, it's not poison"  Mama's in the factory, she ain't got no shoes Daddy's in the alley, he's lookin' for food I'm in the kitchen with the tombstone blues  Well, John the Baptist, after torturing a thief Looks up at his hero the Commander-in-Chief Saying, "Tell me, great hero, but please make it brief Is there a hole for me to get sick in?"  The Commander-in-Chief answers him while chasing a fly Saying, "Death to all those who would whimper and cry" And dropping a barbell, he points to the sky Saying, "The sun's not yellow, it's chicken"  Mama's in the factory, she ain't got no shoes Daddy's in the alley, he's lookin' for food I'm in the kitchen with the tombstone blues  The king of the Philistines, his soldiers to save Puts jawbones on their tombstones and flatters their graves Puts the pied pipers in prison and fattens the slaves Then sends them out to the jungle  Gypsy Davey with a blowtorch, he burns out their camps With his faithful slave Pedro, behind him he tramps With a fantastic collection of stamps To win friends and influence his uncle  Mama's in the factory, she ain't got no shoes Daddy's in the alley, he's lookin' for food I'm in trouble with the tombstone blues  The geometry of innocent flesh on the bone Causes Galileo's math book to get thrown At Delilah, who's sitting worthlessly alone But the tears on her cheeks are from laughter  I wish I could give Brother Bill his great thrill I would set him in chains at the top of the hill Then send out for some pillars and Cecil B. DeMille He could die happily ever after  Mama's in the factory, she ain't got no shoes Daddy's in the alley, he's lookin' for food I'm in the kitchen with the tombstone blues  Where Ma Rainey and Beethoven once unwrapped a bed roll Tuba players now rehearse around the flagpole And the National Bank, at a profit, sells road maps for the soul To the old folks home and the college  I wish I could write you a melody so plain That could hold you, dear lady, from going insane That could ease you and cool you and cease the pain Of your useless and pointless knowledge  Mama's in the factory, she ain't got no shoes Daddy's in the alley, he's lookin' for food I'm in the kitchen with the tombstone blues;Bob Dylan;Tombstone Blues
acerbic,angst-ridden,bitter,confrontational,cynical-sarcastic,fiery,hostile,manic,reckless,snide,tense-anxious,visceral,volatile;Romeo was restless, he was ready to kill He jumped out the window 'cause he couldn't sit still Juliet was waiting with a safety net He said, "Don't bury me 'cause I'm not dead yet"  Why don't you tell me 'bout the mystery dance? I wanna know about the mystery dance Why don't you show me 'cause I've tried and I've tried and I'm still mystified I can't do it anymore and I'm not satisfied  Well, I remember when the lights went out And I was tryin' to make it look like it was never in doubt She thought that I knew and I thought that she knew So both of us were willing but we didn't know how to do it  Why don't you tell me 'bout the mystery dance? I wanna know about the mystery dance Why don't you show me 'cause I've tried and I've tried and I'm still mystified I can't do it anymore and I'm not satisfied  Well, I was down under the covers in the middle of the night Tryin' to discover my left foot from my right You can see those pictures in any magazine But what's the use of looking when you don't know what they mean?  Why don't you tell me 'bout the mystery dance? I wanna know about the mystery dance Why don't you show me 'cause I've tried and I've tried and I'm still mystified I can't do it anymore and I'm not satisfied I can't do it anymore and I'm not satisfied I can't do it anymore and I'm not satisfied ...;Elvis Costello;Mystery Dance
acerbic,aggressive,cynical-sarcastic,outraged,outraged,provocative,reckless,volatile;I was tuning in the shine on the light night dial  Doing anything my radio advised  With every one of those late night stations  Playing songs bringing tears to my eyes  I was seriously thinking about hiding the receiver  When the switch broke 'cause it's old  They're saying things that I can hardly believe  They really think we're getting out of control   Radio is a sound salvation  Radio is cleaning up the nation  They say you better listen to the voice of reason  But they don't give you any choice 'cause they think that it's treason  So you had better do as you are told  You better listen to the radio   I wanna bite the hand that feeds me  I wanna bite that hand so badly  I want to make them wish they'd never seen me   Some of my friends sit around every evening  And they worry about the times ahead  But everybody else is overwhelmed by indifference  And the promise of an early bed  You either shut up or get cut up, they don't wanna hear about it  It's only inches on the reel-to-reel  And the radio is in the hands of such a lot of fools  Tryin' to anaesthetise the way that you feel   Wonderful radio  Marvelous radio  Wonderful radio  Radio, radio;Elvis Costello;Radio, Radio
acerbic;You left the motor running. But I know you're so attractive. Getting in some sharp practice. You better not do anything reckless.  But everybody is going through the motions. Everybody is going through the motions. Are you really only going through the motions?  Lip service is all you'll ever get from me. Lip service is all you'll ever get from me. Lip service is all you'll ever get from me. But if you change your mind you can send it a letter to me  Don't make any sudden movements. These are dangerous amusements. When did you become so choosy? Don't act like you're above me just look at your shoes.  [Repeat bridge and chorus]  But if you change your mind you can send it a letter to me But if you change your mind you can send it a letter to me But if you change your mind you can send a little letter to me;Elvis Costello;Lip Service
acerbic,bitter,cynical-sarcastic,hostile,malevolent,sardonic,snide,volatile,witty;Photographs of fancy tricks To get your kicks at 66 He thinks of all the lips that he licks And all the girls that he's going to fix She gave a little flirt, gave herself a little cuddle But there's no place here for the miniskirt waddle Capital punishment, she is last year's model They call her Natasha when she looks like Elsie I don't want to go to Chelsea  Oh, no, it does not move me Even though I seen the movie I don't want to check your pulse I don't want nobody else I don't want to go to Chelsea  Everybody's got new orders Be a nice girl and kiss the warders Now the teacher is away All the kids begin to play  Men come screamin', dressed in white coats Shake you very gently by the throat One's named Gus, one's named Alfie I don't want to go to Chelsea  Oh, no, it does not move me Even though I seen the movie I don't want to check your pulse I don't want nobody else I don't want to go to Chelsea  Photographs of fancy tricks To get your kicks at 66 He thinks of all the lips that he licks And all the girls that he's going to fix She gave a little flirt, gave herself a little cuddle But there's no place here for the miniskirt waddle Capital punishment, she's last year's model They call her Natasha when she looks like Elsie I don't want to go to Chelsea  Oh, no, it does not move me Even though I seen the movie I don't want to check your pulse I don't want nobody else I don't want to go to Chelsea;Elvis Costello;(I Don't Want to Go To) Chelsea
acerbic,bitter,brooding,outraged,provocative,sad;William Zanzinger killed poor Hattie Carroll With a cane that he twirled around his diamond ring finger At a Baltimore hotel society gatherin' And the cops were called in and his weapon took from him  As they rode him in custody down to the station And booked William Zanzinger for first-degree murder Oh, you who philosophize disgrace, and criticize all fears Take the rag away from your face, now ain't the time for your tears  William Zanzinger, who at twenty-four years owns a tobacco farm of six hundred acres With rich, wealthy parents who provide and protect him And high office relations in the politics of Maryland Reacted to his deed with a shrug of his shoulders  And swear words and sneering, and his tongue, it was a-snarling And in a manner of minutes, on bail was out walking But you who philosophize disgrace, and criticize all fears Take the rag away from your face, now ain't the time for your tears  Hattie Carroll was a maid in the kitchen She was fifty-one years old and gave birth to ten children Who carried the dishes and took out the garbage And never sat once at the head of the table  And didn't even talk to the people at the table Who just cleaned up all the food from the table And emptied the ashtrays on a whole other level Got killed by a blow, lay slain by a cane  Doomed and determined to destroy all the gentle And she never did nothing to William Zanzinger And you who philosophize disgrace, and criticize all fears Take the rag away from your face, now ain't the time for your tears  In the courtroom of honor, the judge pounded his gavel To show that all's equal and that the courts are on the level And that the strings in the books ain't pulled and persuaded And that even the nobles get properly handled  Once that the cops have chased after and caught 'em And that the ladder of law has no top and no bottom Stared at the person who killed for no reason Who just happened to be feelin' that way without warnin'  And he spoke through his cloak, most deep and distinguished And handed out strongly, for penalty and repentance, William Zanzinger with a six-months entence Oh, you who philosophize disgrace, and criticize all fears Bury the rag deep in your face, now's the time for your tears;Bob Dylan;The Lonesome Death of Hattie Carroll
acerbic,gutsy;Hey your glass is empty  It's a hell of a long way home Why don't you let me take you It's no good to go alone I never would have opened up But you seemed so real to me And after all the bullshit I've heard It's refreshing not to see  I don't have to pretend She doesn't expect it from me  So don't tell me I haven't been good to you Don't tell me I have never been there for you And just tell me why nothing is good enough  Hey little girl would you like some candy Your momma said that it's okay The door is open come on outside No I can't come out today It's not the wind that cracked your shoulder And threw you to the ground Who's there that makes you so afraid You're shaken to the bone And no I don't understand You deserve so much more than this  So don't tell me why he's never been good to you Don't tell me why he's never been there for you Don't you know that why is simply not good enough  So just let me try and I will be good to you Just let me try and I will be there for you I'll show you why you're so much more than good enough;Sarah McLachlan;Good Enough
acerbic,gutsy;You come out at night That's when the energy comes And the dark side's light And the vampires roam You strut your rasta wear And your suicide poem And a cross from a faith that died Before Jesus came You're building a mystery  You live in a church Where you sleep with voodoo dolls And you won't give up the search For the ghosts in the halls You wear sandals in the snow And a smile that won't wash away Can you look out the window Without your shadow getting in the way?  You're so beautiful With an edge and charm And so careful When I'm in your arms  Cause you're working Building a mystery Holding on and holding it in Yeah you're working Building a mystery And choosing so carefully  You woke up screaming aloud A prayer from your secret god But you feed off our fears And hold back your tears, oh You give us a tantrum And a know it all grin Just when we need one When the evening's thin  You're so beautiful A beautiful fucked-up man You're setting up your Razor-wire shrine  Cause you're working Building a mystery Holding on and holding it in Yeah you're working Building a mystery And choosing so carefully  Ooh you're working Building a mystery Holding on and holding it in Yeah you're working Building a mystery And choosing so carefully  Yeah you're working Building a mystery Holding on and holding it in Yeah you're working Building a mystery And choosing so carefully  You're building a mystery;Sarah McLachlan;Building a Mystery
acerbic,angry,bitter,brash,confrontational,cynical-sarcastic,outraged,rowdy,snide;Shhh, uh  Well, you went uptown riding in your limousine With your fine Park Avenue clothes You had the Dom PÈrignon in your hand  And a spoon up your nose  Ooh, when you wake up in the morning with your head on fire And your eyes too bloody to see Go on and cry in your coffee But don't come bitching to me  Because you had to be a big shot, didn't you? You had to open up your mouth You had to be a big shot, didn't you? All your friends were so knocked out  You had to have the last word last night To know what everything's about You had to have a white hot spot light You had to be a big shot last night, woah  Ah, they were all impressed with your Halston dress And the people that you knew at Elaine's And the story of your latest success Kept 'em so entertained  Oh, but now you just don't remember all the things you said And you're not sure that you wanna know I'll give you one hint, honey You sure did put on a show  Yes, yes, you had to be a big shot, didn't you? You had to prove it to the crowd You had to be a big shot, didn't you? All your friends were so knocked out  You had to have the last word last night So much fun to be around You had to have the front page, bold type You had to be a big shot last night, oh  Oh, oh, woah Oh, oh, woah Oh, oh, oh, woah Oh, oh, woah  Well, it's no big sin to stick your two cents in If you know when to leave it alone But you went over the line You couldn't see it was time to go home  No, no, no, no, no, no, you had to be a big shot, didn't you? You had to open up your mouth You had to be a big shot, didn't you? All your friends were so knocked out  You had to have the last word last night So much fun to be around You had to have the white hot spot light You had to be a big shot last night, oh  Oh, oh, woah Oh, oh, woah Oh, oh, oh, woah Oh, oh, woah  Ow, big shot Big shot Big shot, oh, oh Oh, big shot Mmm, big shot, oh, oh Big shot;Billy Joel;Big Shot
acerbic,angry,bitter,cynical-sarcastic,rowdy,snide;I am the entertainer and I know just where I stand Another serenader and another long-haired band Today I am your champion, I may have won your hearts But I know the game, you'll forget my name And I won't be here in another year If I don't stay on the charts, oh  I am the entertainer and I've had to pay my price The things I did not know at first, I learned by doing twice But still they come to haunt me, still they want their say So I've learned to dance with a hand in my pants I let 'em rub my neck and I write 'em a check And they go their merry way  I am the entertainer, been all around the world I've played all kinds of palaces and laid all kinds of girls I can't remember faces, I don't remember names Oh, but what the hell, you know it's just as well 'Cause after a while and a thousand miles It all becomes the same  I am the entertainer, I bring to you my songs I'd like to spend a day or two, but I can't stay that long I got to meet expenses, I got to stay in line Got to get those fees to the agencies And I'd love to stay but there's bills to pay So I just don't have the time  I am the entertainer, I've come to do my show You've heard my latest record spin on the radio Oh, it took me years to write it, they were the best years of my life It was a beautiful song, but it ran too long If you're gonna have a hit you gotta make it fit So they cut it down to 3:05  I am the entertainer, the idol of my age I make all kinds of money when I go on the stage Ah, you see me in the papers, I've been in the magazines But if I go cold, I won't get sold I get put in the back in a discount rack Like another can of beans  I am the entertainer and I know just where I stand Another serenader and another long-haired band Today I am your champion, I may have won your hearts But I know the game, you'll forget my name I won't be here in another year  If I don't stay on the charts;Billy Joel;The Entertainer
