aggressive;This is the first day Of my last days Built it up, now I take it apart Climbed up real high, now fall down real far No need for me to stay The last thing left, I just threw it away I put my faith in God and my trust in you Now there's nothing more fucked up I could do  Wish there was something real Wish there was something true Wish there was something real In this world full of you  I'm the one without a soul I'm the one with this big fucking hole No new tale to tell Twenty-six years on my way to Hell Gotta listen to your big time Hard line, bad luck, fist fuck Don't think you're having all the fun You know me, I hate everyone  Wish there was something real Wish there was something true Wish there was something real In this world full of you  I want to But I can't turn back  Wish there was something real Wish there was something true Wish there was something real In this world full of you  Wish there was something real Wish there was something true Wish there was something real In this world full of you This world full of you This world full of you This world full of;Nine Inch Nails;Wish
acerbic;Once upon a time you dressed so fine You threw the bums a dime in your prime Didn't you? People'd call, say: "Beware, doll, you're bound to fall" You thought they were all Kiddin' you  You used to laugh about Everybody that was hanging out Now you don't talk so loud Now you don't seem so proud About having to be scrounging For your next meal  How does it feel? How does it feel To be without a home Like a complete unknown Like a rolling stone?  Oh, you've gone to the finest school, alright, miss lonely But you know you only used to get Juiced in it Nobody's ever taught you how to live out on the street And now you're gonna have to get Used to it  You say you'd never compromise With the mystery tramp, but now you realize He's not selling any alibis As you stare into the vacuum of his eyes And say: "Do you want to Make a deal?"  How does it feel? How does it feel To be on your own With no direction home A complete unknown Like a rolling stone?  Oh, you never turned around to see the frowns On the jugglers and the clowns when they all did Tricks for you You never understood that it ain't no good You shouldn't let other people get your Kicks for you  You used to ride on the chrome horse with your diplomat Who carried on his shoulder a siamese cat Ain't it hard when you discover that He really wasn't where it's at After he took from you everything He could steal?  How does it feel? How does it feel To hang on your home With no direction home Like a complete unknown Like a rolling stone?  Princess on the steeple and all the pretty people They're all drinking thinking that they Got it made Exchanging all their precious gifts But you'd better take your diamond ring You'd better pawn it, baby  You used to be so amused At Napoleon in rags and the language that he used Go to him now, he calls you, you can't refuse When you ain't got nothing, you got nothing to lose You're invisible now, you got no secrets To conceal  How does it feel? How does it feel To be on your own With no direction home Like a complete unknown Like a rolling stone?;Bob Dylan;Like a Rolling Stone
acerbic;You left the motor running. But I know you're so attractive. Getting in some sharp practice. You better not do anything reckless.  But everybody is going through the motions. Everybody is going through the motions. Are you really only going through the motions?  Lip service is all you'll ever get from me. Lip service is all you'll ever get from me. Lip service is all you'll ever get from me. But if you change your mind you can send it a letter to me  Don't make any sudden movements. These are dangerous amusements. When did you become so choosy? Don't act like you're above me; just look at your shoes.  [Repeat bridge and chorus]  But if you change your mind you can send it a letter to me But if you change your mind you can send it a letter to me But if you change your mind you can send a little letter to me;Elvis Costello;Lip Service
acerbic;Once upon a time you dressed so fine You threw the bums a dime in your prime Didn't you? People'd call, say: "Beware, doll, you're bound to fall" You thought they were all Kiddin' you  You used to laugh about Everybody that was hanging out Now you don't talk so loud Now you don't seem so proud About having to be scrounging For your next meal  How does it feel? How does it feel To be without a home Like a complete unknown Like a rolling stone?  Oh, you've gone to the finest school, alright, miss lonely But you know you only used to get Juiced in it Nobody's ever taught you how to live out on the street And now you're gonna have to get Used to it  You say you'd never compromise With the mystery tramp, but now you realize He's not selling any alibis As you stare into the vacuum of his eyes And say: "Do you want to Make a deal?"  How does it feel? How does it feel To be on your own With no direction home A complete unknown Like a rolling stone?  Oh, you never turned around to see the frowns On the jugglers and the clowns when they all did Tricks for you You never understood that it ain't no good You shouldn't let other people get your Kicks for you  You used to ride on the chrome horse with your diplomat Who carried on his shoulder a siamese cat Ain't it hard when you discover that He really wasn't where it's at After he took from you everything He could steal?  How does it feel? How does it feel To hang on your home With no direction home Like a complete unknown Like a rolling stone?  Princess on the steeple and all the pretty people They're all drinking thinking that they Got it made Exchanging all their precious gifts But you'd better take your diamond ring You'd better pawn it, baby  You used to be so amused At Napoleon in rags and the language that he used Go to him now, he calls you, you can't refuse When you ain't got nothing, you got nothing to lose You're invisible now, you got no secrets To conceal  How does it feel? How does it feel To be on your own With no direction home Like a complete unknown Like a rolling stone?;Bob Dylan;Like a Rolling Stone
aggressive;And right now, right now Right now, it's time to Kick out the jams motherfuckers  Yeah, I, I, I, I, I'm gonna I'm gonna kick 'em out, yeah  Well I feel pretty good and I guess that I could get crazy now, baby 'Cause we all got in tune and when the dressing room got hazy, now baby I know how you want it child, hot, quick and tight The girls can't stand it when you're doin' it right  Let me up on the stand and let me kick out the jam Yes, kick out the jams I want to kick 'em out  Yes, I'm starting to sweat, you know my shirt's all wet, what a feeling In the sound that abounds and resounds and rebounds off the ceiling You gotta have it baby, you can't do without When you get that feeling, you gotta sock 'em out  Put that mike in my hand and let me kick out the jam Yes, kick out the jams I want to kick 'em out  So you got to give it up, you know you can't get enough Miss Mackenzie 'Cause it gets in your brain, it drives you insane with the frenzy The wigglin' guitars girl, the crash of the drums Make you wanna keep a rockin' till morning comes  Let me be who I am and let me kick out the jam Yes, kick out the jams I done kicked 'em out;MC5;Kick Out the Jams
aggressive;People try to put us d-down (Talkin' 'bout my generation) Just because we g-get around (Talkin' 'bout my generation) Things they do look awful c-c-c-cold (Talkin' 'bout my generation) I hope I die before I get old (Talkin' 'bout my generation)  This is my generation This is my generation, baby  Why don't you all fade away (Talkin' 'bout my generation) And don't try to dig what we all s-s-say (Talkin' 'bout my generation) I'm not trying to cause a big s-sensation (Talkin' 'bout my generation) I'm just talkin' 'bout my g-g-g-generation (Talkin' 'bout my generation)  This is my generation This is my generation, baby  Why don't you all fade away (Talkin' 'bout my generation) And don't try to dig what we all s-s-s-say (Talkin' 'bout my generation) I'm not trying to cause a big sensation (Talkin' 'bout my generation) I'm just talkin' 'bout my g-g-g-generation (Talkin' 'bout my generation)  This is my generation This is my generation, baby My, my generation My, my, my, my generation  People try to put us d-down (Talkin' 'bout my generation) Just because we g-g-get around (Talkin' 'bout my generation) Things they do look awful c-c-cold (Talkin' 'bout my generation) Yeah, I hope I die before I get old (Talkin' 'bout my generation)  This is my generation This is my generation, baby My, my, my, my g-g-gen-generation  Talkin' about my generation My generation This is my generation, baby My generation This is my generation This is my generation This is my generation;The Who;My Generation
aggressive;Alright, Now dig this, baby  You don't care for me I don't-a care about that You got a new fool, ha! I like to laugh at  I have only one a-burnin' desire Let me stand next to your fire  (Let me stand next to your fire) Hey, let me stand next to your fire (Let me stand next to your fire) Whoa, let me stand, baby (Let me stand next to your fire) Let me stand (Let me stand next to your fire) Yeah, baby  Listen here, baby And stop acting so crazy  You say your mom ain't home, it ain't my concern Just a-play with me, and you won't get burned I have only one a-itchin' desire Let me stand next to your fire  (Let me stand next to your fire) Yeah, let me stand, baby (Let me stand next to your fire) Let me stand (Let me stand next to your fire) Oh, let me stand (Let me stand next to your fire) Ow!  Oh! Move over, Rover And let Jimi take over  Yeah, you know what I'm talkin' 'bout Yeah, get on with it, baby Ow! Yeah!  That's what I'm talkin' 'bout Now, dig this! Ha! Now listen, baby  You try to gimme your money You better save it, babe Save it for your rainy day I have only one a-burnin' desire Let me stand next to your fire, ha  (Let me stand next to your fire) Ow! A-let me stand (Let me stand next to your fire) Oh! Let me stand, baby (Let me stand next to your fire) I ain't gonna do you no harm (Let me stand next to your fire) Ow!  Yeah! You better move over, baby I ain't gonna hurt you, baby Oh, I ain't talkin' 'bout your old lady Ow! Oh yeah, this is Jimi talkin' to you Yeah, baby;Jimi Hendrix;Fire
aggressive;Turn off your mind Relax and float down stream It is not dying It is not dying  Lay down all thought Surrender to the void It is shining It is shining  That you may see The meaning of within It is being It is being  That love is all And love is everyone It is knowing It is knowing  That ignorance and hate May mourn the dead It is believing It is believing  But listen to the Colour of your dreams It is not living It is not living  Or play the game Existence to the end Of the beginning Of the beginning  Of the beginning;The Beatles;Tomorrow Never Knows
acerbic;Sexy Sadie, what have you done? You made a fool of everyone You made a fool of everyone (wa wa wa wa wa wa wa wa) Sexy Sadie (wa wa wa wa), oh, what have you done? (wa wa wa wa)  (Wa wa wa wa) Sexy Sadie (wa wa wa wa wa wa wa), you broke the rules You laid it down for all to see You laid it down for all to see (see see see see see see see see) Sexy Sadie (see see see see), oh, you broke the rules (see see see see)  (Sexy Sadie, oh) One sunny day the world was waiting for a lover She came along to turn on everyone  Sexy Sadie (sexy Sadie) The greatest (she's the greatest) of them all (wa wa wa wa wa wa wa wa)  Sexy Sadie, how did you know The world was waiting just for you? The world was waiting just for you (wa wa wa wa wa wa wa wa) Sexy Sadie (wa wa wa wa), oh, how did you know? (wa wa wa wa)  (Wa wa wa wa) Sexy Sadie (wa wa wa wa wa wa waa), you'll get yours yet  However big you think you are  However big you think you are (wa wa wa wa wa wa wa wa) Sexy Sadie (wa wa wa wa), oh, you'll get yours yet (wa wa wa)  (Sexy Sadie) We gave her everything we owned just to sit at her table  Just a smile would lighten everything  Sexy Sadie (sexy Sadie) She's the latest and the greatest (she's the greatest) of them all (Sexy Sadie) (She's the latest and the greatest of them all)  Woo  She made a fool of everyone Sexy Sadie (Sexy Sadie)  However big you think you are  Sexy Sadie (Sexy Sadie);The Beatles;Sexy Sadie
acerbic;I was tuning in the shine on the light night dial  Doing anything my radio advised  With every one of those late night stations  Playing songs bringing tears to my eyes  I was seriously thinking about hiding the receiver  When the switch broke 'cause it's old  They're saying things that I can hardly believe  They really think we're getting out of control   Radio is a sound salvation  Radio is cleaning up the nation  They say you better listen to the voice of reason  But they don't give you any choice 'cause they think that it's treason  So you had better do as you are told  You better listen to the radio   I wanna bite the hand that feeds me  I wanna bite that hand so badly  I want to make them wish they'd never seen me   Some of my friends sit around every evening  And they worry about the times ahead  But everybody else is overwhelmed by indifference  And the promise of an early bed  You either shut up or get cut up, they don't wanna hear about it  It's only inches on the reel-to-reel  And the radio is in the hands of such a lot of fools  Tryin' to anaesthetise the way that you feel   Wonderful radio  Marvelous radio  Wonderful radio  Radio, radio;Elvis Costello;Radio, Radio
acerbic;One, two, three, four (for you, nineteen for me) One, two (one, two, three, four)  Let me tell you how it will be There's one for you, nineteen for me 'Cause I'm the taxman Yeah, I'm the taxman  Should five per cent appear too small Be thankful I don't take it all 'Cause I'm the taxman Yeah, I'm the taxman  (If you drive a car, car) I'll tax the street (If you try to sit, sit) I'll tax your seat (If you get too cold, cold) I'll tax the heat (If you take a walk, walk) I'll tax your feet Taxman  'Cause I'm the taxman Yeah, I'm the taxman  Don't ask me what I want it for (Ha, ha, Mr. Wilson) If you don't want to pay some more (Ha, ha, Mr. Heath) 'Cause I'm the taxman Yeah, I'm the taxman  Now my advice for those who die (Taxman) Declare the pennies on your eyes (Taxman) 'Cause I'm the taxman Yeah, I'm the taxman And you're working for no one but me (Taxman);The Beatles;Taxman
acerbic;Early in the mornin', early in the mornin' I'm callin' you to, I'm callin' you to please come home Yes, I guess I could make it without you If I just didn't feel so all alone  Don't let me down, don't let me down I won't let you down, I won't let you down, no I won't You know I can if you can, honey But, honey, please don't  I got my black dog barkin', black dog barkin' Yes it is now, yes it is, outside my yard Yes, I could tell you what he means If I just didn't have to try so hard  Your mama's workin', your mama's moanin' She's cryin' you know, she's tryin' you know, you better go now Well, I'd tell you what she wants If I, but I just don't know how  Fifteen jugglers, fifteen jugglers Five believers, five believers all dressed like men Tell your mama not to worry because Yes, they're just my friends  Early in the mornin', early in the mornin' I'm callin' you to, I'm callin' you to please come home Yes, I could make it without you If I just didn't feel so all alone;Bob Dylan;Obviously 5 Believers
acerbic;Oh, where have you been My blue-eyed son? And where have you been My darling young one?  I've stumbled on the side of twelve misty mountains I've walked and I crawled on six crooked highways I've stepped in the middle of seven sad forests I've been out in front of a dozen dead oceans I've been ten thousand miles in the mouth of a graveyard  And it's a hard, it's a hard It's a hard, it's a hard It's a hard rain's a-gonna fall  Oh, what did you see My blue-eyed son? And what did you see My darling young one?  I saw a newborn baby with wild wolves all around it I saw a highway of diamonds with nobody on it I saw a black branch with blood that kept drippin' I saw a room full of men with their hammers a-bleedin' I saw a white ladder all covered with water I saw ten thousand talkers whose tongues were all broken I saw guns and sharp swords in the hands of young children  And it's a hard, it's a hard It's a hard, and it's a hard It's a hard rain's a-gonna fall  And what did you hear My blue-eyed son? And what did you hear My darling young one?  I heard the sound of the thunder that roared out a warning I heard the roar of a wave that could drown the whole world I heard one hundred drummers whose hands were a-blazin' I heard ten thousand whisperin' and nobody listenin' I heard one person starve, I heard many people laughin' I heard the song of a poet who died in the gutter I heard the sound of a clown who cried in the alley  And it's a hard, it's a hard It's a hard, it's a hard It's a hard rain's a-gonna fall  Oh, what did you meet My blue-eyed son? And who did you meet My darling young one?  I met a young child beside a dead pony I met a white man who walked a black dog I met a young woman, her body was burning I met a young girl, she gave me a rainbow I met one man who was wounded in love I met another man who was wounded in hatred  And it's a hard, it's a hard It's a hard, it's a hard It's a hard rain's a-gonna fall  And what'll you do now My blue-eyed son? And what'll you do now My darling young one?  I'm a-goin' back out 'fore the rain starts a-fallin' I'll walk to the depths of the deepest dark forest Where the people are many and their hands are all empty Where the pellets of poison are flooding their waters Where their home in the valley meets the damp dirty prison And the executioner's face is always well-hidden  Where hunger is ugly, where the souls are forgotten Where black is the color, where none is the number And I'll tell it and speak it and think it and breathe it And reflect from the mountains so all souls can see it And I'll stand on the ocean until I start sinkin' But I'll know my song well before I start singing  And it's a hard, it's a hard It's a hard, and it's a hard It's a hard rain's a-gonna fall;Bob Dylan;A Hard Rain's A-Gonna Fall
acerbic;The band's on stage and it's one of those nights, oh yeah  The drummer thinks that he is dynamite, oh yeah  You lovely ladies in your leather and lace  A thousand lips I would love to taste  I've got one heart and it hurts like hell  If you can't rock me somebody will  If you can't rock me somebody will   Now who's that black girl in the bright blue hair, oh yeah  Now don't you know that it's rude to stare, oh yeah  I'm not so green but I'm feelin' so fresh  I simply like to put her to the test  She's so alive and she's dressed to kill, but  If you can't rock me somebody will  If you can't rock me somebody will  If you can't rock me somebody will  If you can't rock me somebody will   Now I ain't lookin' for no pretty face, oh no  Or for some hooker workin' roughish trade  And there ain't nothing like a perfect mate  And I ain't lookin' for no wedding cake  But I been talkin' 'bout it much too long  I think I better sing just one more song  I've got one heart and it hurts like hell  I'm simply dying for some thrills and spills  Oh yeah   If you can't rock me  If you can't rock me, somebody will  Somebody will, somebody will  If you can't rock me  Well, well, well, well;The Rolling Stones;If You Can't Rock Me
acerbic;I am he as you are he as you are me and we are all together See how they run like pigs from a gun See how they fly I'm crying  Sitting on a cornflake Waiting for the van to come Corporation T-shirt Stupid bloody Tuesday Man, you've been a naughty boy You let your face grow long  I am the Eggman (whoo!) They are the Eggmen (whoo!) I am the Walrus Goo goo g'joob  Mister city policeman sitting Pretty little policemen in a row See how they fly like Lucy in the sky See how they run I'm crying I'm cry-'-ng (Ahhh!) I'm crying I'm cry-'- (whoooo!)  Yellow matter custard Dripping from a dead dog's eye Crabalocker fishwife Pornographic priestess Boy, you've been a naughty girl You let your knickers down  I am the Eggman They are the Eggmen I am the Walrus Goo goo g'joob  Sitting in an English garden Waiting for the sun If the sun don't come You get a tan from standing in the English rain  I am the Eggman (Now, good sir, ...) They are the Eggmen (... poor man, made tame to fortune's...) I am the Walrus Goo goo g'joob goo goo g'joob  Expert texpert, choking smokers Don't you think the joker laughs at you? (Ho-ho-ho!  Hee-hee-hee!  Ha-ha-ha!) See how they smile like pigs in a sty See how they schnied I'm crying  Semolina Pilchard  Climbing up the Eiffel Tower Elementary penguin singing Hare Krishna Man, you should've seen them kicking Edgar Allan Poe  I am the Eggman (whoo!) They are the Eggmen (whoo!) I am the Walrus (whoo!) Goo goo g'joob, goo goo g'joob Goo goo g'joob, goo goo g'joob, goob Jooba, jooba, jooba Jooba, jooba, jooba Jooba, jooba Jooba, jooba Oompah, oompah, stick it up your jumper (jooba, jooba) Oompah, oompah, stick it up your jumper Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) Slave, Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) thou hast slain me: Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) - villain, take my purse: Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) (If ever...) Everybody's got one (Oompah, oompah) (... bury my body;) Everybody's got one (stick it up your jumper) Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) (... the letters which thou find'st about me) Everybody's got one (Oompah, oompah) (To) Everybody's got one (stick it up your jumper) (Edmund Earl of Gloucester;) Everybody's got one (Oompah, oompah) (seek him out) Everybody's got one (stick it up your jumper) (Upon the British party:) Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) (O, untimely) Everybody's got one (Oompah, oompah) (death!) Everybody's got one (stick it up your jumper) Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) Everybody's got one (Oompah, oompah) (I know thee well:) Everybody's got one (stick it up your jumper) (a serviceable villain;) Everybody's got one (Oompah, oompah) Everybody's got one (stick it up your jumper) (As duteous to the vices of thy mistress) Everybody's got one (Oompah, oompah) (As badness would desire.) Everybody's got one (stick it up your jumper) (What, is he dead?) Everybody's got one (Oompah, oompah) (Sit you down, father;) Everybody's got one (stick it up your jumper) (rest you.-);The Beatles;I Am the Walrus
