amiable-good-natured;London by night is a wonderful sight There is magic abroad in the air I'm often told that the streets turn into gold When the moon shines on * Circus and Square *  Deep in the dark that envelops the park There's romance in each cigarette glow Down by the Thames, lights that sparkle like gems Seem to wink at each girl and her beau  Up comes the moon when the city's asleep He's not alone, for it seems Somewhere up there stands an angel to keep her watch While each Londoner dreams  My love and I saw the sun leave the sky Then we kissed in the fast-fading light Most people say they love London by day But lovers love London by night;Frank Sinatra;London by Night;;;;;;;;;;
amiable-good-natured;"Writer(s): Dennis/Adair    Let's take a boat to Bermuda Let's take a plane to Saint Paul. Let's take a kayak to Quincy or Nyack, Let's get away from it all.  Let's take a trip in a trailer No need to come back at all. Let's take a powder to Boston for chowder, Let's get away from it all.  We'll travel 'round from town to town, We'll visit ev'ry state. I'll repeat, ""I love you sweet!"" In all the forty-eight.  Let's go again to Niag'ra This time we'll look at the Fall. Let's leave our hut, dear, Get out of our rut, dear, Let's get away from it all.";Frank Sinatra;Let's Get Away from It All;;;;;;;;;;
amiable-good-natured;"Mmm num ba dah Dum bum ba beh Doo buh dum ba beh beh  Pressure Pushing down on me Pressing down on you No man ask for Under pressure That burns a building down Splits a family in two Puts people on streets  Mmm ba ba beh Mmm ba ba beh Bee de dah Ee deh da, that's okay  It's the terror of knowing What this world is about Watching some good friends Screaming ""let me out"" Pray tomorrow Gets me higher Pressure on people People on streets  Deh deh dep Mmm, mmm Dah dah dah bah buh Okay  (Ooh) Chipping around Kick my brains 'round the floor These are the days It never rains, but it pours  Ee do ah buh Ee dah buh bah bop Mmm do bop Beh la  People on streets Dee dah dee dah deh People on streets Dee dah dee dah dee dah dee dah  It's the terror of knowing What this world is about Watching some good friends Screaming ""let me out"" Pray tomorrow gets me higher, higher, high Pressure on people People on streets  Turned away from it all like a blind man Sat on a fence, but it don't work Keep coming up with love, but it's so slashed and torn Why? Why? Why? (Love)  Insanity laughs under pressure we're cracking Can't we give ourselves one more chance? Why can't we give love that one more chance? Why can't we give love, give love, give love, give love Give love, give love, give love, give love?  'Cause love's such an old fashioned Word and love dares you to care for The people on the edge (People on streets) of the night And love dares you to change our way of Caring about ourselves This is our last dance This is our last dance This is ourselves Under pressure Under pressure Pressure";Queen;Under Pressure;;;;;;;;;;
amiable-good-natured;Grab your coat and get your hat, leave your worry at the doorstep Just direct your feet to the sunny side of the street Can't you hear that pitter pat and that happy tune is your step Life can be so sweet on the sunny side of the street  I used to walk in the shade with those blues on parade But I'm not afraid 'cause this rover, crossed over  If I never had a cent I'll be as rich as Rockfeller Gold dust at my feet on the sunny side of the street  With those blues on parade Because this rover, it crossed over  If I never had a cent I'll be as loaded as old Rockfeller With that gold dust 'round my feet On the sunny side of the street On the side, at that side of the street that is sunny;Frank Sinatra;On the Sunny Side of the Street;;;;;;;;;;
amiable-good-natured;Writer(s): Lerner/Loewe    What a day this has been What a rare mood I'm in Why it's almost like being in love  There's a smile on my face For the whole human race Why it's almost like being in love  All the music of life seems to be (Just) Like a bell that is ringing for me  And from the way that I feel When the bell starts to peel I would swear I was falling, I could swear I was falling - It's almost like being in love;Frank Sinatra;Almost Like Being in Love;;;;;;;;;;
amiable-good-natured;Day by Day Im falling more in love with you And day by day My love seems to grow There isn't any end to my devotion It's deeper, dear, by far Than any ocean I find that day by day You're making all my dreams come true So come what may I want you to know I'm yours alone And I'm in love to this day As we go through the years Day by day  Im yours alone And Im in love to this day As we go through the years  Day by Day;Frank Sinatra;Day by Day;;;;;;;;;;
amiable-good-natured;What a girl wants, what a girl needs What a girl wants, what a girl needs Yeah, come on Oh, yeah  I wanna thank you for giving me time to breathe Like a rock you waited so patiently While I got it together Hmm, while I figured it out, yeah  I only looked but I never touched 'Cause in my heart was a picture of us Holding hands, making plans And it's lucky for me, you understand  What a girl wants, what a girl needs Whatever makes me happy sets you free And I'm thanking you for knowing exactly  What a girl wants, what a girl needs Whatever keeps me in your arms And I'm thanking you for givin' it to me  What I want is what you got And what you got is what I want  There was a time I was blind I was so confused (Yeah, yeah) Ran away just to hide it all from you But, baby, you knew me better Than I knew myself  They say if you love something let it go (Let it go) If it comes back it's yours, that's how you know It's for keeps, yeah, it's for sure And you're ready and willing to give me more than  What a girl wants, what a girl needs Whatever makes me happy sets you free And I'm thanking you for knowing exactly  What a girl wants, what a girl needs Whatever keeps me in your arms And I'm thanking you for giving it to me, yeah  (What a girl wants, what a girl needs) Somebody sensitive, crazy sexy cool like you, yeah (What a girl wants, what a girl needs) Yes, you got it, it's what I want (Oh yeah!)  (What a girl wants, what a girl needs) It's alright, it's alright You let a girl know how much you care about her I swear you're the one who always knew Oh, you knew, you knew, you knew  Oooh, ohoho, I'm thanking you for being here for me  (What a girl wants, what a girl needs Whatever keeps me in your arms) Whatever keeps me in your arms is what I need, ohohoho  (What a girl wants, what a girl needs Whatever makes me happy sets you free) Oh, it's what I need (And I'm thanking you) Oh, it's what I want (For knowing exactly), it's what I need  What a girl wants, you got it (Whatever keeps me) My baby, I need you (In your arms) 'Cause you know (And I'm thanking you for giving it)  (What a girl wants, what a girl needs) What I want is what you got What you got (Whatever makes me happy sets you free) is what I need (And I'm thanking you for giving it to me) (Ohoho)  Oh, baby (Girl wants), oh darling (Girl needs) Thank you, thank you for giving me what I want And what I need (Girl wants, girl needs), ohohoho, yeah, yeah!  I turn around, babe, whenever you're not there Hahaha, oh yeaheah, yeah;Christina Aguilera;What a Girl Wants;;;;;;;;;;
amiable-good-natured;East of the Sun and West of the Moon, We'll build a dream house so lovely Near to the sun in a day, near to the moon at night, We'll live in a lovely way dear Living our love in memory Just you and I, forever and a day,  Love will not die, we'll keep it that way, Up among the stars we'll find A harmony of life, too lovely tune East of the Sun and West of the Moon, dear, East of the Sun and West of the Moon.  Just you and I, forever and a day, Love will not die, we will keep it that way, Way, up among the stars we'll find, East of the Sun and West of the Moon, dear, East of the Sun and West of the Moon.  Up among the stars we'll find A harmony of life, too lovely tune East of the Sun and West of the Moon, dear, East of the Sun and West of the Moon.  Well, Up among the stars we'll find A harmony of life, too lovely tune East of the Sun and West of the Moon, dear, East of the Sun and West of the Moon.;Frank Sinatra;East of the Sun (And West of the Moon);;;;;;;;;;
amiable-good-natured;Writer(s): Stanley Adams, Abel Baer, George W Meyer    A heart thats true, there are such things A dream for two, there are such things Someone to whisper Darling youre my guiding star Not caring what you own but just what you are  A peaceful sky, there are such things A rainbow high where heaven sings So have a little faith and trust in what tomorrow brings Youll reach a star because there are such things    So have a little faith and trust in what tomorrow brings Youll reach a star because there are such things;Frank Sinatra;There Are Such Things;;;;;;;;;;
amiable-good-natured;Writer(s): Van Heusen/Burke    Imagination is funny  It makes a cloudy day sunny It makes a bee think of honey Just as I think of you  Imagination is crazy Your whole perspective gets hazy Starts you asking a daisy What to do, what to do  Have you ever felt a gentle touch And then a kiss, and then and then Find it's only your imagination again  Imagination is silly You go around willy nilly For example I go around wanting you And yet I can't imagine that you want me too;Frank Sinatra;Imagination;;;;;;;;;;
amiable-good-natured;Come fly with me, let's fly, let's fly away If you can use some exotic booze there's a bar in far Bombay Come fly with me, let's fly, let's fly away  Come fly with me, let's float down to Peru In llama-land there's a one man band and he'll toot his flute for you Come fly with me, let's take off in the blue  Once I get you up there, where the air is rarefied We'll just glide, starry eyed Once I get you up there, I'll be holding you so near You may hear, the angels cheer because we're together  Weather-wise it's such a lovely day Just say the words and we'll beat those birds down to Acapulco Bay It's perfect, for a flying honeymoon they say So come fly with me, let's fly, let's fly away  Once I get you up there, where the air is rarefied We'll just glide, starry eyed Once I get you up there, I'll be holding you so near You may hear, all the angels cheer because we're together  Weather-wise it's such a lovely day You just say those words, and we'll beat those birds down to Acapulco Bay It's so perfect for a flying honeymoon they say Come fly with me, let's fly, let's fly   Pack up! let's fly away;Frank Sinatra;Come Fly With Me;;;;;;;;;;
amiable-good-natured;Chicago, Chicago that toddling town Chicago, Chicago I will show you around - I love it Bet your bottom dollar you lose the blues in Chicago, Chicago The town that Billy Sunday couldn't shut down  On State Street, that great street, I just want to say They do things they don't do on Broadway They have the time, the time of their life I saw a man, he danced with his wife In Chicago, Chicago my home town  Chicago, Chicago that toddlin' town Chicago, Chicago I'll show you around - I love it Bet your bottom dollar you lose the blues in Chicago, Chicago The town that Billy Sunday could not shut down  On State Street, that great street, I just want to say They do things that they never do on Broadway -- say They have the time, the time of their life I saw a man and he danced with his wife In Chicago, Chicago, Chicago -- that's my home town;Frank Sinatra;Chicago;;;;;;;;;;
amiable-good-natured;"You're just too marvelous Too marvelous for words Like ""glorious"", ""glamorous""  And that old standby ""amorous"" It's all too wonderful I'll never find the words That say enough, tell enough I mean they just aren't swell enough  You're much too much And just too very very Too ever be in Webster's dictionary And so I'm borrowing A lovesong from the birds To tell you that you're marvelous Too marvelous for words  You're much, you're too much And just too ""very, very"" To ever be, to ever be In Webster's dictionary And so I'm borrowing A love-song from the birds To tell you that you're marvelous To tell you that you're marvelous To tell you that you're marvelous Too marvelous for words";Frank Sinatra;Too Marvelous for Words;;;;;;;;;;
amiable-good-natured;I'm gonna love you, like nobody's loved you Come rain or come shine High as a mountain, deep as a river Come rain or come shine  I guess when you met me It was just one of those things But don't you ever bet me 'Cause I'm gonna be true if you let me  You're gonna love me, like nobody's loved me Come rain or come shine We'll be happy together, unhappy together Now won't that be just fine  The days may be cloudy or sunny We're in or out of the money But I'm with you always I'm with you rain or shine;Frank Sinatra;Come Rain or Come Shine;;;;;;;;;;
amiable-good-natured;Writer(s): Shapiro/Campbell/Connelly    I could show the world how to smile I could be glad - all of the while I could change the gray skies to blue If I had you  I could leave the old days behind Leave all my pals - I'd never mind I could start my life anew If I had you  I could climb a snow-capped mountain Sail the mighty ocean wide I could cross the burning desert If I had you by my side  I could be a king (dear) on crown Humble or poor - rich or renowned There is nothing I couldn't do If I had you (- Baby If I had you);Frank Sinatra;If I Had You;;;;;;;;;;
amiable-good-natured;Writer(s): Comden/Green/Styne    Verse:  It's not that you're fairer Than a lot of girls just as pleasin' That I doff my hat As a worshipper at your shrine It's not that you're rarer Than asparagus out of season No, my darling, this is the reason Why you've got to be mine  Chorus:  You'd be so nice to come to You'd be so nice by the fire While the breeze on high, sang a lullaby You'd be all that I could desire  Under stars chilled by the winter Under an August moon burning above You'd be so nice You'd be paradise, to come home to and love;Frank Sinatra;You'd Be So Nice to Come Home To;;;;;;;;;;
amiable-good-natured;Writer(s): Cole Porter    In olden days a glimpse of stocking  Was looked on as something shocking Now heaven knows, anything goes  Good authors too who once knew better words Now only use four letter words writing prose Anything goes  The world has gone mad today And good's bad today And black's white today And day's night today When most guys today that women prize today  Are just silly gigolos  So though I'm not a great romancer I know that you're bound to answer When I propose, anything goes;Frank Sinatra;Anything Goes;;;;;;;;;;
amiable-good-natured;Writer(s): B. Lane/ E.Y. Harburg    I look at you and suddenly, Something in your eyes I see; Soon begins bewitching me. It's that old devil moon; That you stole from the skies. It's that old devil moon in your eyes.  You and you glance; Make this romance; Too hot to handle. Stars in the night; Blazing their light; Can't hold a candle; To your razzle-dazzle.  You've got me flyin' high and wide; On a magic carpet ride; Full of butterflies inside. Wanna cry, wanna croon, Wanna laugh like a loon. It's that old devil moon in your eyes.  Just when I think, I'm; Free as a dove. Old devil moon, Deep in your eyes, Blinds me with love.;Frank Sinatra;Old Devil Moon
amiable-good-natured;Writer(s): Fain/Kahal/Norman    If the nightingales could sing like you They'd sing much sweeter than they do For you brought a new kind of love to me  And if the sandman brought me dreams of you I'd want to sleep my whole life through You brought a new love to me  I know that I'm the slave, you're the queen Still you can understand that underneath it all You're a maid and I am only a man  I would work and slave the whole day through If I could hurry home to you You brought a new kind of love to me;Frank Sinatra;You Brought a New Kind of Love to Me;;;;;;;;;;
amiable-good-natured;You make me feel so young You make me feel like spring has sprung Every time I see you grin I'm such a happy individual  The moment that you speak  I want to go and play hide-and-seek I want to go and bounce the moon Just like a toy balloon  You and I, are just like a couple of tots Running across the meadow Picking up lots of forget-me-nots  You make me feel so young You make me feel there are songs to be sung Bells to be rung, and a wonderful fling to be flung  And even when I'm old and gray I'm gonna feel the way I do today 'Cause you make me feel so young;Frank Sinatra;You Make Me Feel So Young;;;;;;;;;;
amiable-good-natured;Close your eyes, close the door You don't have to worry anymore I'll be your baby tonight  Shut the light, shut the shade You don't have to be afraid I'll be your baby tonight  Well, that mockingbird's gonna sail away We're gonna forget it That big fat moon is gonna shine like a spoon But we're gonna let it, you won't regret it  Kick your shoes off, do not fear Bring that bottle over here I'll be your baby tonight;Bob Dylan;I'll Be Your Baby Tonight;;;;;;;;;;
amiable-good-natured;I was mighty blue Thought my life was through 'Til the heavens opened And I gazed at you  Won't you tell me, dear Why, when you appear, Something happens to me And the strangest feeling goes through me?  You do something to me Something that simply mystifies me Tell me, why should it be, You have the power to hypnotize me?  Let me live 'neath your spell Do do that voodoo that you do so well For you do something to me That nobody else could do;Frank Sinatra;You Do Something to Me;;;;;;;;;;
amiable-good-natured;Writer(s): Rose/Harburg/Arlen    I never feel a thing is real When I'm away from you Out of your embrace The world's a temporary parking place  Mmm, mm, mm, mm A bubble for a minute Mmm, mm, mm, mm You smile, the bubble has a rainbow in it  Say, its only a paper moon Sailing over a cardboard sea But it wouldn't be make-believe If you believed in me  Yes, it's only a canvas sky Hanging over a muslin tree But it wouldn't be make-believe If you believed in me  Without your love It's a honky-tonk parade Without your love It's a melody played in a penny arcade  It's a Barnum and Bailey world Just as phony as it can be But it wouldn't be make-believe If you believed in me;Frank Sinatra;It's Only a Paper Moon;;;;;;;;;;
amiable-good-natured;Writer(s): Desylva/Brown/Henderson   Lovers depend on moonlight for a love affair Babies depend on mothers for their tender care Flowers depend on sunshine, and the morning dew Each thing depends on something, and I depend on you  I can be happy, I can be sad I can be good, I can be bad It all depends on you I can be lonely out in a crowd I can be humble, I can be proud It all depends on you  I can save money, or spend it Go roght on living, or end it You're to blama, baby, for what I do I know that I can be beggar, I can be king I can be almost any old thing It all depends on you  Isn't it sweet to know, dear, you can help me on? Wouldn't it hurt, to know, dear, all my hopes were gone? Wouldn't it make you proud, dear, if I made a name? But if I failed to win, dear, would you want all the blame?;Frank Sinatra;It All Depends on You;;;;;;;;;;
amiable-good-natured;Today I may not have a thing at all Except for just a dream or two But I've got lots of plans for tomorrow And all my tomorrows belong to you  Right now it may not seem like spring at all We are drifting and the laughs are few But I've got rainbows planned for tomorrow And all my tomorrows belong to you  No one knows better than i That luck keeps passing me by ... that's fate But with you there at my side I'll soon be turrning the tide ... just wait  As long as I've got arms that cling at all Its you that I'll be clinging to And all the dreams I dream, beg, or borrow On some bright tomorrow they'll all come true  And all my bright tomorrows belong to you;Frank Sinatra;All My Tomorrows;;;;;;;;;;
amiable-good-natured;Writer(s): Robinson/Allen   What is America to me A name, a map, or a flag I see A certain word, democracy What is America to me  The house I live in A plot of earth, a street The grocer and the butcher Or the people that I meet  The children in the playground The faces that I see All races and religions That's America to me  The place I work in The worker by my side The little town the city Where my people lived and died  The howdy and the handshake  The air of feeling free And the right to speak your mind out That's America to me  The things I see about me The big things and the small That little corner newsstand Or the house a mile tall  The wedding and the churchyard The laughter and the tears And the dream that's been a growing  For more than two hundred years  The town I live in The street, the house, the room The pavement of the city Or the garden all in bloom  The church the school the clubhouse The millions lights I see But especially the people - Yes especially the people That's America to me;Frank Sinatra;The House I Live In;;;;;;;;;;
amiable-good-natured;She gets too hungry for dinner at eight She likes the theater and never comes late She never bothers with people she'd hate That's why the lady is a tramp  Doesn't like crap games with barons or earls Won't go to Harlem in ermine and pearls Won't dish the dirt with the rest of the girls That's why the lady is a tramp  She likes the free, fresh wind in her hair Life without care She's broke, and it's oak Hates California, it's cold and it's damp That's why the lady is a tramp  She gets too hungry to wait for dinner at eight She loves the theater but never comes late She'd never bother with people she'd hate That's why the lady is a tramp  She'll have no crap games with sharpies and frauds And she won't go to Harlem in Lincolns or Fords And she won't dish the dirt with the rest of the broads That's why the lady is a tramp  She loves the free, fresh wind in her hair Life without care She's broke, but it's oak Hates California, it's so cold and so damp That's why the lady That's why the lady That's why the lady is a tramp;Frank Sinatra;The Lady Is a Tramp;;;;;;;;;;
amiable-good-natured;"Writer(s): Hupfeld    You must remember this A kiss is still a kiss A sigh is still (just) a sigh The fundamental things apply As time goes by  And when two lovers woo They still say: ""I love you"" On that you can rely No matter what the future brings As time goes by  Moonlight and love songs - never out of date Hearts full of passion - jealousy and hate Woman needs man - and man must have his mate That no one can deny  It's still the same old story  A fight for love and glory A case of do or die The world will always welcome lovers As time goes by";Frank Sinatra;As Time Goes By;;;;;;;;;;
amiable-good-natured;If not for you Babe, I couldn't find the door Couldn't even see the floor I'd be sad and blue If not for you  If not for you Babe, I'd lay awake all night Wait for the morning light To shine in through But it would not be new If not for you  If not for you My sky would fall Rain would gather, too Without your love, I'd be nowhere at all I'd be lost if not for you And you know it's true  If not for you My sky would fall Rain would gather, too Without your love, I'd be nowhere at all Oh, what would I do If not for you  If not for you Winter would have no spring Couldn't hear the robin sing I just wouldn't have a clue Anyway, it wouldn't ring true If not for you If not for you If not for you;Bob Dylan;If Not for You;;;;;;;;;;
